     1.000000000000000e-03     8.001505540225867e-27
     1.007170746501496e-03     1.015219998852240e-26
     1.014392912608380e-03     1.286971624946526e-26
     1.021666867037609e-03     1.630044599211853e-26
     1.028992981150114e-03     2.062780706453564e-26
     1.036371628969759e-03     2.608140827103176e-26
     1.043803187202444e-03     3.294843248411597e-26
     1.051288035255327e-03     4.158776273680794e-26
     1.058826555256198e-03     5.244749706970091e-26
     1.066419132072992e-03     6.608664630892944e-26
     1.074066153333433e-03     8.320199060835289e-26
     1.081768009444825e-03     1.046612927606685e-25
     1.089525093613981e-03     1.315443377677440e-25
     1.097337801867306e-03     1.651935996200732e-25
     1.105206533071005e-03     2.072767405689955e-25
     1.113131688951454e-03     2.598636409825036e-25
     1.121113674115707e-03     3.255212580014841e-25
     1.129152896072152e-03     4.074303414061390e-25
     1.137249765251314e-03     5.095289227983477e-25
     1.145404695026818e-03     6.366885724642098e-25
     1.153618101736479e-03     7.949307269062376e-25
     1.161890404703567e-03     9.916919769103342e-25
     1.170222026258217e-03     1.236149128688372e-24
     1.178613391758982e-03     1.539617178230891e-24
     1.187064929614553e-03     1.916036154446632e-24
     1.195577071305636e-03     2.382566189384746e-24
     1.204150251406970e-03     2.960314282932552e-24
     1.212784907609521e-03     3.675221187416974e-24
     1.221481480742829e-03     4.559142814985345e-24
     1.230240414797509e-03     5.651167771212469e-24
     1.239062156947916e-03     6.999221285293987e-24
     1.247947157574986e-03     8.662016230565956e-24
     1.256895870289219e-03     1.071142445477248e-23
     1.265908751953841e-03     1.323535667937577e-23
     1.274986262708126e-03     1.634125727137126e-23
     1.284128865990896e-03     2.016034182237067e-23
     1.293337028564171e-03     2.485273138049827e-23
     1.302611220537001e-03     3.061366819293395e-23
     1.311951915389477e-03     3.768103490565044e-23
     1.321359589996887e-03     4.634444348761267e-23
     1.330834724654075e-03     5.695621306796233e-23
     1.340377803099958e-03     6.994461901572640e-23
     1.349989312542220e-03     8.582987086715934e-23
     1.359669743682188e-03     1.052433663779793e-22
     1.369419590739887e-03     1.289508757168849e-22
     1.379239351479266e-03     1.578804367726622e-22
     1.389129527233611e-03     1.931558934329502e-22
     1.399090622931146e-03     2.361371878803293e-22
     1.409123147120806e-03     2.884687305868593e-22
     1.419227611998198e-03     3.521374238224078e-22
     1.429404533431761e-03     4.295422132340256e-22
     1.439654430989090e-03     5.235773957511855e-22
     1.449977827963469e-03     6.377323305174123e-22
     1.460375251400583e-03     7.762106942220553e-22
     1.470847232125436e-03     9.440730065551829e-22
     1.481394304769435e-03     1.147406841271850e-21
     1.492017007797695e-03     1.393529951941128e-21
     1.502715883536533e-03     1.691232500383418e-21
     1.513491478201146e-03     2.051065705193442e-21
     1.524344341923499e-03     2.485685556929403e-21
     1.535275028780423e-03     3.010261809708702e-21
     1.546284096821885e-03     3.642964295927848e-21
     1.557372108099488e-03     4.405540768008960e-21
     1.568539628695170e-03     5.324003002431414e-21
     1.579787228750094e-03     6.429440869583379e-21
     1.591115482493761e-03     7.758987551065707e-21
