0.00000000000000E+00	0.00000000000000E+00
2.00000000000000E-02	4.16515298191851E-43
4.00000000000000E-02	1.03938386988033E-36
6.00000000000000E-02	1.28578680825972E-33
8.00000000000000E-02	1.13373060334272E-31
1.00000000000000E-01	2.72360568427330E-30
1.20000000000000E-01	3.06361694014754E-29
1.40000000000000E-01	2.10963656270336E-28
1.60000000000000E-01	1.03388317254686E-27
1.80000000000000E-01	3.95463886168301E-27
2.00000000000000E-01	1.25397769983835E-26
2.20000000000000E-01	3.43534597866420E-26
2.40000000000000E-01	8.37419268355034E-26
2.60000000000000E-01	1.85616732116125E-25
2.80000000000000E-01	3.80273677218062E-25
3.00000000000000E-01	7.29224506973822E-25
3.20000000000000E-01	1.32196845873946E-24
3.40000000000000E-01	2.28359322730953E-24
3.60000000000000E-01	3.78306998339400E-24
3.80000000000000E-01	6.04209350572508E-24
4.00000000000000E-01	9.34431432318024E-24
4.20000000000000E-01	1.40448129025525E-23
4.40000000000000E-01	2.05796743594007E-23
4.60000000000000E-01	2.94755341704186E-23
4.80000000000000E-01	4.13589794931773E-23
5.00000000000000E-01	5.69657058297323E-23
5.20000000000000E-01	7.71493440614493E-23
5.40000000000000E-01	1.02889887728939E-22
5.60000000000000E-01	1.35301664423099E-22
5.80000000000000E-01	1.75640808033663E-22
6.00000000000000E-01	2.25312200229761E-22
6.20000000000000E-01	2.85875859868440E-22
6.40000000000000E-01	3.59052768049135E-22
6.60000000000000E-01	4.46730124304357E-22
6.80000000000000E-01	5.50966036016400E-22
7.00000000000000E-01	6.73993648669833E-22
7.20000000000000E-01	8.18224729091319E-22
7.40000000000000E-01	9.86252717495053E-22
7.60000000000000E-01	1.18085526704537E-21
7.80000000000000E-01	1.40499629186423E-21
8.00000000000000E-01	1.66182754604107E-21
8.20000000000000E-01	1.95468975732792E-21
8.40000000000000E-01	2.28711333990048E-21
8.60000000000000E-01	2.66281871090126E-21
8.80000000000000E-01	3.08571623551633E-21
9.00000000000000E-01	3.55990582512331E-21
9.20000000000000E-01	4.08967621263292E-21
9.40000000000000E-01	4.67950392856816E-21
9.60000000000000E-01	5.33405200072110E-21
9.80000000000000E-01	6.05816839942337E-21
1.00000000000000E+00	6.85688424959328E-21
1.02000000000000E+00	7.73541182979510E-21
1.04000000000000E+00	8.69914237758993E-21
1.06000000000000E+00	9.75364371947996E-21
1.08000000000000E+00	1.09046577427686E-20
1.10000000000000E+00	1.21580977256821E-20
1.12000000000000E+00	1.35200455411385E-20
1.14000000000000E+00	1.49967487486041E-20
1.16000000000000E+00	1.65946175875652E-20
1.18000000000000E+00	1.83202218852531E-20
1.20000000000000E+00	2.01802878904061E-20
1.22000000000000E+00	2.21816950440342E-20
1.24000000000000E+00	2.43314726973638E-20
1.26000000000000E+00	2.66367967863972E-20
1.28000000000000E+00	2.91049864718074E-20
1.30000000000000E+00	3.17435007522183E-20
1.32000000000000E+00	3.45599350582827E-20
1.34000000000000E+00	3.75620178343675E-20
1.36000000000000E+00	4.07576071140954E-20
1.38000000000000E+00	4.41546870954559E-20
1.40000000000000E+00	4.77613647206996E-20
1.42000000000000E+00	5.15858662657666E-20
1.44000000000000E+00	5.56365339435603E-20
1.46000000000000E+00	5.99218225249679E-20
1.48000000000000E+00	6.44502959811527E-20
1.50000000000000E+00	6.92306241502877E-20
1.52000000000000E+00	7.42715794315671E-20
1.54000000000000E+00	7.95820335090342E-20
1.56000000000000E+00	8.51709541074697E-20
1.58000000000000E+00	9.10474017823349E-20
1.60000000000000E+00	9.72205267455113E-20
1.62000000000000E+00	1.03699565728354E-19
1.64000000000000E+00	1.10493838883380E-19
1.66000000000000E+00	1.17612746725705E-19
1.68000000000000E+00	1.25065767115192E-19
1.70000000000000E+00	1.32862452280072E-19
1.72000000000000E+00	1.41012425882709E-19
1.74000000000000E+00	1.49525380127986E-19
1.76000000000000E+00	1.58411072914710E-19
1.78000000000000E+00	1.67679325030293E-19
1.80000000000000E+00	1.77340017388884E-19
1.82000000000000E+00	1.87403088313020E-19
1.84000000000000E+00	1.97878530858781E-19
1.86000000000000E+00	2.08776390184368E-19
1.88000000000000E+00	2.20106760961948E-19
1.90000000000000E+00	2.31879784832532E-19
1.92000000000000E+00	2.44105647903638E-19
1.94000000000000E+00	2.56794578289389E-19
1.96000000000000E+00	2.69956843692699E-19
1.98000000000000E+00	2.83602749029132E-19
2.00000000000000E+00	2.97742634091989E-19
2.02000000000000E+00	3.12386871258174E-19
2.04000000000000E+00	3.27545863234306E-19
2.06000000000000E+00	3.43230040842603E-19
2.08000000000000E+00	3.59449860845967E-19
2.10000000000000E+00	3.76215803811735E-19
2.12000000000000E+00	3.93538372013522E-19
2.14000000000000E+00	4.11428087370584E-19
2.16000000000000E+00	4.29895489424119E-19
2.18000000000000E+00	4.48951133349911E-19
2.20000000000000E+00	4.68605588006722E-19
2.22000000000000E+00	4.88869434019844E-19
2.24000000000000E+00	5.09753261899209E-19
2.26000000000000E+00	5.31267670191455E-19
2.28000000000000E+00	5.53423263665369E-19
2.30000000000000E+00	5.76230651530093E-19
2.32000000000000E+00	5.99700445685546E-19
2.34000000000000E+00	6.23843259004429E-19
2.36000000000000E+00	6.48669703645284E-19
2.38000000000000E+00	6.74190389396009E-19
2.40000000000000E+00	7.00415922047290E-19
2.42000000000000E+00	7.27356901795382E-19
2.44000000000000E+00	7.55023921673698E-19
2.46000000000000E+00	7.83427566012682E-19
2.48000000000000E+00	8.12578408927419E-19
2.50000000000000E+00	8.42487012832494E-19
2.52000000000000E+00	8.73163926983564E-19
2.54000000000000E+00	9.04619686045175E-19
2.56000000000000E+00	9.36864808684320E-19
2.58000000000000E+00	9.69909796189259E-19
2.60000000000000E+00	1.00376513111316E-18
2.62000000000000E+00	1.03844127594207E-18
2.64000000000000E+00	1.07394867178682E-18
2.66000000000000E+00	1.11029773709839E-18
2.68000000000000E+00	1.14749886640631E-18
2.70000000000000E+00	1.18556242907970E-18
2.72000000000000E+00	1.22449876811059E-18
2.74000000000000E+00	1.26431819891903E-18
2.76000000000000E+00	1.30503100817967E-18
2.78000000000000E+00	1.34664745266941E-18
2.80000000000000E+00	1.38917775813588E-18
2.82000000000000E+00	1.43263211818613E-18
2.84000000000000E+00	1.47702069319547E-18
2.86000000000000E+00	1.52235360923595E-18
2.88000000000000E+00	1.56864095702422E-18
2.90000000000000E+00	1.61589279088850E-18
2.92000000000000E+00	1.66411912775415E-18
2.94000000000000E+00	1.71332994614787E-18
2.96000000000000E+00	1.76353518521992E-18
2.98000000000000E+00	1.81474474378428E-18
3.00000000000000E+00	1.86696847937640E-18
3.02000000000000E+00	1.92021620732827E-18
3.04000000000000E+00	1.97449769986056E-18
3.06000000000000E+00	2.02982268519164E-18
3.08000000000000E+00	2.08620084666311E-18
3.10000000000000E+00	2.14364182188171E-18
3.12000000000000E+00	2.20215520187732E-18
3.14000000000000E+00	2.26175053027686E-18
3.16000000000000E+00	2.32243730249391E-18
3.18000000000000E+00	2.38422496493365E-18
3.20000000000000E+00	2.44712291421321E-18
3.22000000000000E+00	2.51114049639696E-18
3.24000000000000E+00	2.57628700624674E-18
3.26000000000000E+00	2.64257168648667E-18
3.28000000000000E+00	2.71000372708254E-18
3.30000000000000E+00	2.77859226453541E-18
3.32000000000000E+00	2.84834638118944E-18
3.34000000000000E+00	2.91927510455361E-18
3.36000000000000E+00	2.99138740663726E-18
3.38000000000000E+00	3.06469220329929E-18
3.40000000000000E+00	3.13919835361082E-18
3.42000000000000E+00	3.21491465923116E-18
3.44000000000000E+00	3.29184986379700E-18
3.46000000000000E+00	3.37001265232462E-18
3.48000000000000E+00	3.44941165062505E-18
3.50000000000000E+00	3.53005542473182E-18
3.52000000000000E+00	3.61195248034155E-18
3.54000000000000E+00	3.69511126226692E-18
3.56000000000000E+00	3.77954015390195E-18
3.58000000000000E+00	3.86524747669967E-18
3.60000000000000E+00	3.95224148966179E-18
3.62000000000000E+00	4.04053038884039E-18
3.64000000000000E+00	4.13012230685154E-18
3.66000000000000E+00	4.22102531240060E-18
3.68000000000000E+00	4.31324740981925E-18
3.70000000000000E+00	4.40679653861407E-18
3.72000000000000E+00	4.50168057302642E-18
