     1.000000000000000e-03     1.369554613806971e-11
     1.007170746501496e-03     1.537564332975978e-11
     1.014392912608380e-03     1.725430319123786e-11
     1.021666867037609e-03     1.935407524995442e-11
     1.028992981150114e-03     2.169996217089077e-11
     1.036371628969759e-03     2.431967447320598e-11
     1.043803187202444e-03     2.724391037728285e-11
     1.051288035255327e-03     3.050666312487237e-11
     1.058826555256198e-03     3.414555831991747e-11
     1.066419132072992e-03     3.820222405914844e-11
     1.074066153333433e-03     4.272269686092324e-11
     1.081768009444825e-03     4.775786665942375e-11
     1.089525093613981e-03     5.336396441050875e-11
     1.097337801867306e-03     5.960309615688467e-11
     1.105206533071005e-03     6.654382772529461e-11
     1.113131688951454e-03     7.426182457891732e-11
     1.121113674115707e-03     8.284055172587959e-11
     1.129152896072152e-03     9.237203899163973e-11
     1.137249765251314e-03     1.029577174011110e-10
     1.145404695026818e-03     1.147093328878397e-10
     1.153618101736479e-03     1.277499440547253e-10
     1.161890404703567e-03     1.422150112560829e-10
     1.170222026258217e-03     1.582535848569344e-10
     1.178613391758982e-03     1.760296011549176e-10
     1.187064929614553e-03     1.957232951262947e-10
     1.195577071305636e-03     2.175327398830023e-10
     1.204150251406970e-03     2.416755235059708e-10
     1.212784907609521e-03     2.683905747546149e-10
     1.221481480742829e-03     2.979401500468139e-10
     1.230240414797509e-03     3.306119950619647e-10
     1.239062156947916e-03     3.667216953459678e-10
     1.247947157574986e-03     4.066152313952907e-10
     1.256895870289219e-03     4.506717548722676e-10
     1.265908751953841e-03     4.993066038607179e-10
     1.274986262708126e-03     5.529745764138939e-10
     1.284128865990896e-03     6.121734830822439e-10
     1.293337028564171e-03     6.774480006409682e-10
     1.302611220537001e-03     7.493938508737958e-10
     1.311951915389477e-03     8.286623300150864e-10
     1.321359589996887e-03     9.159652163143267e-10
     1.330834724654075e-03     1.012080085172515e-09
     1.340377803099958e-03     1.117856063414931e-09
     1.349989312542220e-03     1.234220056517931e-09
     1.359669743682188e-03     1.362183485006576e-09
     1.369419590739887e-03     1.502849568792637e-09
     1.379239351479266e-03     1.657421200937714e-09
     1.389129527233611e-03     1.827209455214755e-09
     1.399090622931146e-03     2.013642774909280e-09
     1.409123147120806e-03     2.218276893561810e-09
     1.419227611998198e-03     2.442805541816347e-09
     1.429404533431761e-03     2.689071998212976e-09
     1.439654430989090e-03     2.959081545662577e-09
     1.449977827963469e-03     3.255014899476691e-09
     1.460375251400583e-03     3.579242677207982e-09
     1.470847232125436e-03     3.934340985202714e-09
     1.481394304769435e-03     4.323108201684480e-09
     1.492017007797695e-03     4.748583041398141e-09
     1.502715883536533e-03     5.214063992354254e-09
     1.513491478201146e-03     5.723130221042970e-09
     1.524344341923499e-03     6.279664048653559e-09
     1.535275028780423e-03     6.887875107349563e-09
     1.546284096821885e-03     7.552326292532038e-09
     1.557372108099488e-03     8.277961634294393e-09
     1.568539628695170e-03     9.070136218943414e-09
     1.579787228750094e-03     9.934648299554993e-09
     1.591115482493761e-03     1.087777374307523e-08
     1.602524968273330e-03     1.190630297047388e-08
     1.614016268583136e-03     1.302758055594458e-08
     1.625589970094435e-03     1.424954766113582e-08
     1.637246663685357e-03     1.558078749091880e-08
     1.648986944471065e-03     1.703057396826113e-08
     1.660811411834142e-03     1.860892383743315e-08
     1.672720669455197e-03     2.032665241701175e-08
     1.684715325343673e-03     2.219543323702056e-08
     1.696795991868897e-03     2.422786180807708e-08
     1.708963285791344e-03     2.643752378461578e-08
     1.721217828294117e-03     2.883906779916817e-08
     1.733560245014670e-03     3.144828326033716e-08
     1.745991166076741e-03     3.428218342350796e-08
     1.758511226122529e-03     3.735909406055303e-08
     1.771121064345089e-03     4.069874807282326e-08
     1.783821324520966e-03     4.432238641061432e-08
     1.796612655043069e-03     4.825286568208605e-08
     1.809495708953763e-03     5.251477285531567e-08
     1.822471143978214e-03     5.713454747884999e-08
     1.835539622557973e-03     6.214061186878083e-08
     1.848701811884789e-03     6.756350973404861e-08
     1.861958383934669e-03     7.343605373646752e-08
     1.875310015502201e-03     7.979348250781057e-08
     1.888757388235084e-03     8.667362767329223e-08
     1.902301188668944e-03     9.411709145899419e-08
     1.915942108262384e-03     1.021674354901715e-07
     1.929680843432276e-03     1.108713814180241e-07
     1.943518095589320e-03     1.202790240445212e-07
     1.957454571173862e-03     1.304440576481367e-07
     1.971490981691945e-03     1.414240162480419e-07
     1.985628043751644e-03     1.532805285804458e-07
     1.999866479099647e-03     1.660795885983178e-07
     2.014207014658110e-03     1.798918423448464e-07
     2.028650382561759e-03     1.947928920915992e-07
     2.043197320195271e-03     2.108636186746478e-07
     2.057848570230927e-03     2.281905230057721e-07
     2.072604880666520e-03     2.468660877814339e-07
     2.087467004863541e-03     2.669891604595554e-07
     2.102435701585655e-03     2.886653586232252e-07
     2.117511735037421e-03     3.120074989012983e-07
     2.132695874903316e-03     3.371360506687815e-07
     2.147988896387035e-03     3.641796158044826e-07
     2.163391580251055e-03     3.932754358400702e-07
     2.178904712856506e-03     4.245699278934708e-07
     2.194529086203314e-03     4.582192508401195e-07
     2.210265497970638e-03     4.943899032385062e-07
     2.226114751557587e-03     5.332593545912954e-07
     2.242077656124248e-03     5.750167115906779e-07
     2.258155026632984e-03     6.198634210656505e-07
     2.274347683890048e-03     6.680140114209632e-07
     2.290656454587486e-03     7.196968744310838e-07
     2.307082171345349e-03     7.751550893291708e-07
     2.323625672754186e-03     8.346472912094437e-07
     2.340287803417875e-03     8.984485858429282e-07
     2.357069413996728e-03     9.668515130896985e-07
